objectid,park_no,park,facility_n,facility_t,gisobjid,Park_Name,Park_Address,ward,schema:name,schema:identifier,Chicago_Park_ID,geometry,omeka_id_community_area,dcterms:isPartOf
1724,394,MALUS,Playground Park,OUTDOOR,3152,Malus Park,"5426 S Shields Ave Chicago, IL 60609",Chicago_Ward_3,Malus Park - Playground Park,Chicago_Park_Facility_1724,Chicago_Park_394,"c(447272.437037128, 4627254.9415627)",7306,7245
1729,504,MANDRAKE (HENRY BROWN),Playground,OUTDOOR,3157,Mandrake Park,"900 E Pershing Rd. Chicago, IL 60653",Chicago_Ward_4,Mandrake Park - Playground,Chicago_Park_Facility_1729,Chicago_Park_504,"c(449573.023762437, 4630337.29928639)",7307,7204
1743,17,MANN (JAMES),Playground,OUTDOOR,3171,Mann Park,"3035 E 130th St Chicago, IL 60633",Chicago_Ward_10,Mann Park - Playground,Chicago_Park_Facility_1743,Chicago_Park_17,"c(454084.443752991, 4611842.97221519)",7357,7233
1750,1283,MAPLE,Playground Park,OUTDOOR,3178,Maple Park,"2047 N Spaulding Ave Chicago, IL 60647",Chicago_Ward_26,Maple Park - Playground Park,Chicago_Park_Facility_1750,Chicago_Park_1283,"c(441137.109055004, 4641000.23198807)",7326,7217
1753,1045,MAPLEWOOD,Playground,OUTDOOR,3181,Maplewood Park,"1640 N Maplewood Ave Chicago, IL 60647",Chicago_Ward_1,Maplewood Park - Playground,Chicago_Park_Facility_1753,Chicago_Park_1045,"c(442683.580946358, 4640133.01053974)",7328,7292
1779,10,MARQUETTE (JACQUES),Playground,OUTDOOR,3207,Marquette Park,"6734 S Kedzie Ave Chicago, IL 60629",Chicago_Ward_17,Marquette Park - Playground 1,Chicago_Park_Facility_1779,Chicago_Park_10,"c(442225.450728939, 4623924.46396912)",7367,7273
1780,10,MARQUETTE (JACQUES),Playground,OUTDOOR,3208,Marquette Park,"6734 S Kedzie Ave Chicago, IL 60629",Chicago_Ward_17,Marquette Park - Playground 2,Chicago_Park_Facility_1780,Chicago_Park_10,"c(441047.502723943, 4624586.7496215)",7367,7273
1800,1046,MARSHFIELD,Playground,OUTDOOR,3228,Marshfield Park,"1637 W 87th St Chicago, IL 60620",Chicago_Ward_21,Marshfield Park - Playground,Chicago_Park_Facility_1800,Chicago_Park_1046,"c(444739.354263125, 4620625.06471109)",7373,7274
1802,447,MARTIN (JOHNNY),Playground Park,OUTDOOR,3230,Martin Park,"922 W Fletcher St Chicago, IL 60657",Chicago_Ward_44,Martin Park - Playground Park,Chicago_Park_Facility_1802,Chicago_Park_447,"c(445895.940332808, 4643233.32248223)",7348,7238
1803,1164,MASON (ELIZABETH),Playground,OUTDOOR,3231,Mason Park,"4100 W West End Ave Chicago, IL 60624",Chicago_Ward_28,Mason Park - Playground,Chicago_Park_Facility_1803,Chicago_Park_1164,"c(439560.283146935, 4637191.36093422)",7330,7209
1805,168,MATANKY (EUGENE),Playground,OUTDOOR,3233,Matanky Park,"6937 N Ridge Blvd Chicago, IL 60626",Chicago_Ward_49,Matanky Park - Playground,Chicago_Park_Facility_1805,Chicago_Park_168,"c(443646.972725971, 4650824.91504437)",7313,7252
1817,241,MATHER (STEPHEN TYNG),Playground,OUTDOOR,3245,Mather Park,"5835 N Lincoln Ave Chicago, IL 60659",Chicago_Ward_40,Mather Park - Playground,Chicago_Park_Facility_1817,Chicago_Park_241,"c(441794.169220462, 4648851.89143246)",7323,7259
1828,86,MAYFAIR,Playground,OUTDOOR,3256,Mayfair Park,"4550 W Sunnyside Ave Chicago, IL 60630",Chicago_Ward_39,Mayfair Park - Playground,Chicago_Park_Facility_1828,Chicago_Park_86,"c(438482.474797339, 4645921.98985687)",7319,7257
1839,2,MCGUANE (JOHN),Playground,OUTDOOR,3267,McGuane Park,"2901 S Poplar Ave Chicago, IL 60608",Chicago_Ward_11,McGuane Park - Playground,Chicago_Park_Facility_1839,Chicago_Park_2,"c(446096.048938091, 4632362.75487802)",7361,7287
1848,443,MCINERNEY (THOMAS),Playground,OUTDOOR,3276,McInerney Park,"4446-58 S. Emerald Ave Chicago, IL 60609",Chicago_Ward_11,McInerney Park - Playground,Chicago_Park_Facility_1848,Chicago_Park_443,"c(446453.542521874, 4629187.09421842)",7362,7222
1849,1162,MCKEON (JOSEPH),Playground Park,OUTDOOR,3277,McKeon Park,"600 W 36th St Chicago, IL 60609",Chicago_Ward_11,McKeon Park - Playground Park,Chicago_Park_Facility_1849,Chicago_Park_1162,"c(446725.038422444, 4631011.78720791)",7361,7287
1853,1060,MCKIERNAN (DAVID),Playground,OUTDOOR,3281,McKiernan Park,"10714 S Sawyer Ave Chicago, IL 60655",Chicago_Ward_19,McKiernan Park - Playground,Chicago_Park_Facility_1853,Chicago_Park_1060,"c(441544.339906247, 4616498.37875879)",7376,7226
1869,23,MCKINLEY (WILLIAM),Playground,OUTDOOR,3297,McKinley Park,"2210 W Pershing Rd Chicago, IL 60609",Chicago_Ward_12,McKinley Park - Playground,Chicago_Park_Facility_1869,Chicago_Park_23,"c(443452.193781925, 4630614.63686849)",7347,7284
1883,1219,"MELLIN (CURTIS, SR.)",Playground Park,OUTDOOR,3311,Mellin Park,"1600 W Bryn Mawr Ave Chicago, IL 60640",Chicago_Ward_40,Mellin Park - Playground Park,Chicago_Park_Facility_1883,Chicago_Park_1219,"c(444542.387227834, 4648123.88108766)",7379,7246
1886,1048,MEMORIAL,Playground,OUTDOOR,3314,Memorial Park,"149 W 73rd St Chicago, IL 60621",Chicago_Ward_6,Memorial Park - Playground,Chicago_Park_Facility_1886,Chicago_Park_1048,"c(447704.512933643, 4623493.19829701)",7370,7224
1890,1126,MERRILL (GEORGE),Playground,OUTDOOR,3318,Merrill Park,"2131 E 96th St Chicago, IL 60617",Chicago_Ward_7,Merrill Park - Playground,Chicago_Park_Facility_1890,Chicago_Park_1126,"c(452399.209245167, 4618777.89052098)",7353,7268
1896,256,MERRIMAC,Playground,OUTDOOR,3324,Merrimac Park,"6343 W Irving Park Rd Chicago, IL 60634",Chicago_Ward_38,Merrimac Park - Playground,Chicago_Park_Facility_1896,Chicago_Park_256,"c(434980.920339573, 4644790.02421066)",7320,7258
1898,1124,MERRYMAN (THERON),Playground Park,OUTDOOR,3326,Merryman Park,"3736 N Marshfield Ave Chicago, IL 60613",Chicago_Ward_47,Merryman Park - Playground Park,Chicago_Park_Facility_1898,Chicago_Park_1124,"c(444424.84803194, 4644439.94535267)",7348,7238
1902,448,METCALFE (RALPH),Playground,OUTDOOR,3330,Metcalfe Park,"4196 S State St Chicago, IL 60609",Chicago_Ward_3,Metcalfe Park - Playground,Chicago_Park_Facility_1902,Chicago_Park_448,"c(447937.395499328, 4629861.50761077)",7307,7204
1908,1049,MEYERING (WILLIAM),Playground,OUTDOOR,3336,Meyering Park,"7140 S Dr Martin Luther King J Chicago, IL 60619",Chicago_Ward_6,Meyering Park - Playground,Chicago_Park_Facility_1908,Chicago_Park_1049,"c(448758.331974934, 4623835.90491622)",7370,7224
1910,453,MIAMI,Playground Park,OUTDOOR,3338,Miami Park,"2754 S Trumbull Ave Chicago, IL 60623",Chicago_Ward_22,Miami Park - Playground Park,Chicago_Park_Facility_1910,Chicago_Park_453,"c(440937.292829072, 4632359.8346777)",7335,7211
1913,1028,MICEK (FRANK),Playground,OUTDOOR,3341,Micek Park,"5311 S Hamilton Ave Chicago, IL 60609",Chicago_Ward_16,Micek Park - Playground,Chicago_Park_Facility_1913,Chicago_Park_1028,"c(443701.406779029, 4627491.93379967)",7362,7222
1925,1127,MILLARD (ALDEN),Playground Park,OUTDOOR,3353,Millard Park,"1331 S Millard Ave Chicago, IL 60623",Chicago_Ward_24,Millard Park - Playground Park,Chicago_Park_Facility_1925,Chicago_Park_1127,"c(440551.016034543, 4634873.85075317)",7333,7210
1926,1128,MILLER (SAMUEL),Playground Park,OUTDOOR,3354,Miller Park,"848 S Miller St Chicago, IL 60607",Chicago_Ward_25,Miller Park - Playground Park,Chicago_Park_Facility_1926,Chicago_Park_1128,"c(445846.651955703, 4635600.22906241)",7332,7250
1934,307,MINUTEMAN,Playground,OUTDOOR,3362,Minuteman Park,"5940 S Central Ave Chicago, IL 60638",Chicago_Ward_0,Minuteman Park - Playground,Chicago_Park_Facility_1934,Chicago_Park_307,"c(436636.003006897, 4626204.66881637)",7365,7290
1938,337,MOCCASIN RANCH,Playground Park,OUTDOOR,3366,Moccasin Ranch Park,"6446 S Kimbark Ave Chicago, IL 60637",Chicago_Ward_20,Moccasin Ranch Park - Playground Park,Chicago_Park_Facility_1938,Chicago_Park_337,"c(450545.140070109, 4625225.39275286)",7312,7247
1939,1129,MONTGOMERY (MABEL),Playground Park,OUTDOOR,3367,Montgomery Park,"2632 W 66th St Chicago, IL 60629",Chicago_Ward_17,Montgomery Park - Playground Park,Chicago_Park_Facility_1939,Chicago_Park_1129,"c(442715.908262175, 4624854.51765074)",7367,7273
1941,1130,MONTICELLO,Playground,OUTDOOR,3369,Monticello Park,"1814 N Monticello Ave Chicago, IL 60647",Chicago_Ward_1,Monticello Park - Playground,Chicago_Park_Facility_1941,Chicago_Park_1130,"c(440442.311437847, 4640494.39609698)",7326,7217
1942,57,MONUMENT,Playground,OUTDOOR,3370,Monument Park,"6700 N Avondale Ave Chicago, IL 60631",Chicago_Ward_41,Monument Park - Playground,Chicago_Park_Facility_1942,Chicago_Park_57,"c(432272.01335235, 4650280.48111586)",7380,7277
1945,1050,MOORE (MAURICE),Playground,OUTDOOR,3373,Moore Park,"5085 W Adams St Chicago, IL 60644",Chicago_Ward_28,Moore Park - Playground,Chicago_Park_Facility_1945,Chicago_Park_1050,"c(437533.708732152, 4636542.41213681)",7329,7298
1949,1051,MORAN (TERRENCE),Playground,OUTDOOR,3377,Moran Park,"5727 S Racine Ave Chicago, IL 60621",Chicago_Ward_16,Moran Park - Playground,Chicago_Park_Facility_1949,Chicago_Park_1051,"c(445639.436768646, 4626666.09716522)",7369,7223
1953,1132,MORGAN (THOMAS LEEDS) FIELD,Playground,OUTDOOR,3381,Morgan Field Park,"11710 S Morgan St Chicago, IL 60643",Chicago_Ward_34,Morgan Field Park - Playground,Chicago_Park_Facility_1953,Chicago_Park_1132,"c(446088.323021931, 4614624.73175244)",7355,7220
1965,251,MOUNT GREENWOOD,Playground,OUTDOOR,3393,Mount Greenwood Park,"3724 W 111th St Chicago, IL 60655",Chicago_Ward_19,Mount Greenwood Park - Playground,Chicago_Park_Facility_1965,Chicago_Park_251,"c(440724.049207628, 4615708.36934012)",7376,7226
1980,128,MOZART (AMADEUS),Playground,OUTDOOR,3408,Mozart Park,"2036 N Avers Ave Chicago, IL 60647",Chicago_Ward_26,Mozart Park - Playground,Chicago_Park_Facility_1980,Chicago_Park_128,"c(440031.50797436, 4640900.28811763)",7326,7217
1981,1284,MULBERRY,Playground Park,OUTDOOR,3409,Mulberry Park,"3150 S Robinson Ct Chicago, IL 60608",Chicago_Ward_12,Mulberry Park - Playground Park,Chicago_Park_Facility_1981,Chicago_Park_1284,"c(444654.567822129, 4631793.99771411)",7347,7284
1986,1052,MUNROE,Playground,OUTDOOR,3414,Munroe Park,"2617 W 105th St Chicago, IL 60655",Chicago_Ward_19,Munroe Park - Playground,Chicago_Park_Facility_1986,Chicago_Park_1052,"c(442819.870818281, 4616954.37559434)",7374,7275
1994,1053,MURRAY (DAVID),Playground,OUTDOOR,3422,Murray Park,"1743 W 73rd St Chicago, IL 60636",Chicago_Ward_17,Murray Park - Playground,Chicago_Park_Facility_1994,Chicago_Park_1053,"c(444442.18363722, 4623447.66843992)",7368,7223
2000,482,"NASH (DON) COMM. CTR.",Playground,OUTDOOR,3428,Nash Community Center Park,"1833 E 71st St Chicago, IL 60649",Chicago_Ward_7,Nash Community Center Park - Playground,Chicago_Park_Facility_2000,Chicago_Park_482,"c(451758.623155776, 4623938.95492516)",7342,7263
2001,1133,NELSON (ANDREW),Playground Park,OUTDOOR,3429,Nelson Park,"2953 W Nelson St Chicago, IL 60618",Chicago_Ward_33,Nelson Park - Playground Park,Chicago_Park_Facility_2001,Chicago_Park_1133,"c(441799.972515628, 4643032.58977847)",7325,7216
2004,277,NICHOLS (JOHN FOUNTAIN),Playground,OUTDOOR,3432,Nichols Park,"1342 E 54th St Chicago, IL 60615",Chicago_Ward_4,Nichols Park - Playground 1,Chicago_Park_Facility_2004,Chicago_Park_277,"c(450659.25941452, 4627454.02115566)",7311,7278
2005,277,NICHOLS (JOHN FOUNTAIN),Playground,OUTDOOR,3433,Nichols Park,"1342 E 54th St Chicago, IL 60615",Chicago_Ward_4,Nichols Park - Playground 2,Chicago_Park_Facility_2005,Chicago_Park_277,"c(450598.714342193, 4627324.93387449)",7311,7278
2008,355,NINEBARK,Playground Park,OUTDOOR,3436,Ninebark Park,"1447-1453 S Harding Ave Chicago, IL 60623",Chicago_Ward_24,Ninebark Park - Playground Park,Chicago_Park_Facility_2008,Chicago_Park_355,"c(439950.088490641, 4634601.53000281)",7333,7210
2014,1054,NORMANDY,Playground,OUTDOOR,3442,Normandy Park,"6660 W 52nd St Chicago, IL 60638",Chicago_Ward_14,Normandy Park - Playground,Chicago_Park_Facility_2014,Chicago_Park_1054,"c(434452.646490339, 4627642.6303214)",7358,7221
2016,90,NORTH MAYFAIR,Playground Park,OUTDOOR,3444,North Mayfair Park,"4537 W Carmen Ave Chicago, IL 60630",Chicago_Ward_39,North Mayfair Park - Playground Park,Chicago_Park_Facility_2016,Chicago_Park_90,"c(438511.786635174, 4647079.90535684)",7317,7256
2027,141,NORWOOD,Playground,OUTDOOR,3455,Norwood Park,"5801 N Natoma Ave Chicago, IL 60631",Chicago_Ward_41,Norwood Park - Playground,Chicago_Park_Facility_2027,Chicago_Park_141,"c(434226.133255145, 4648691.91538956)",7339,7261
2079,1012,O'HALLAREN (BERNARD),Playground,OUTDOOR,3507,O'Hallaren Park,"8335 S Honore St Chicago, IL 60620",Chicago_Ward_21,O'Hallaren Park - Playground,Chicago_Park_Facility_2079,Chicago_Park_1012,"c(444404.604209786, 4621437.26548546)",7373,7274
2042,235,OAKDALE,Playground,OUTDOOR,3470,Oakdale Park,"965 W 95th St Chicago, IL 60643",Chicago_Ward_21,Oakdale Park - Playground,Chicago_Park_Facility_2042,Chicago_Park_235,"c(446124.170214265, 4618851.29837352)",7375,7276
2045,1137,OAKLEY,Playground Park,OUTDOOR,3473,Oakley Park,"6441 S Oakley Ave Chicago, IL 60636",Chicago_Ward_16,Oakley Park - Playground Park,Chicago_Park_Facility_2045,Chicago_Park_1137,"c(443433.254281615, 4625166.88241277)",7367,7273
2062,8,OGDEN (WILLIAM),Playground,OUTDOOR,3490,Ogden Park,"6500 S Racine Ave Chicago, IL 60636",Chicago_Ward_17,Ogden Park - Playground 1,Chicago_Park_Facility_2062,Chicago_Park_8,"c(445575.153484816, 4624921.9924215)",7368,7223
2064,8,OGDEN (WILLIAM),Playground,OUTDOOR,3492,Ogden Park,"6500 S Racine Ave Chicago, IL 60636",Chicago_Ward_17,Ogden Park - Playground 2,Chicago_Park_Facility_2064,Chicago_Park_8,"c(445375.260054176, 4625268.80107104)",7368,7223
2085,1139,OHIO,Playground,OUTDOOR,3513,Ohio Park,"4712 W Ohio St Chicago, IL 60644",Chicago_Ward_28,Ohio Park - Playground,Chicago_Park_Facility_2085,Chicago_Park_1139,"c(438259.204295299, 4638020.54610977)",7329,7298
2088,1138,OHIO & HARDING,Playground Park,OUTDOOR,3516,Ohio & Harding Park,"607 N Harding Ave Chicago, IL 60624",Chicago_Ward_37,Ohio & Harding Park - Playground Park,Chicago_Park_Facility_2088,Chicago_Park_1138,"c(439908.367935075, 4638052.61238359)",7327,7208
2094,60,OLYMPIA,Playground,OUTDOOR,3522,Olympia Park,"6566 N Avondale Ave Chicago, IL 60631",Chicago_Ward_41,Olympia Park - Playground,Chicago_Park_Facility_2094,Chicago_Park_60,"c(432528.806899902, 4649986.29571679)",7380,7277
2107,59,ORIOLE,Playground,OUTDOOR,3535,Oriole Park,"5430 N Olcott Ave Chicago, IL 60656",Chicago_Ward_41,Oriole Park - Playground 1,Chicago_Park_Facility_2107,Chicago_Park_59,"c(432499.7676878, 4647632.15219455)",7339,7261
2108,59,ORIOLE,Playground,OUTDOOR,3536,Oriole Park,"5430 N Olcott Ave Chicago, IL 60656",Chicago_Ward_41,Oriole Park - Playground 2,Chicago_Park_Facility_2108,Chicago_Park_59,"c(432358.045596836, 4647973.89142889)",7339,7261
2126,237,OWENS (JESSE),Playground,OUTDOOR,3554,Owens Park,"2100 E 88th St Chicago, IL 60617",Chicago_Ward_8,Owens Park - Playground,Chicago_Park_Facility_2126,Chicago_Park_237,"c(452225.709529055, 4620447.21844222)",7349,7218
2141,423,OZ,Playground,OUTDOOR,3569,Oz Park,"2021 N Burling St Chicago, IL 60614",Chicago_Ward_43,Oz Park - Playground,Chicago_Park_Facility_2141,Chicago_Park_423,"c(446460.524528636, 4641272.48927274)",7371,7239
2148,404,PACKINGTOWN,Playground Park,OUTDOOR,3576,Packingtown Park,"4856 S Laflin St Chicago, IL 60609",Chicago_Ward_20,Packingtown Park - Playground Park,Chicago_Park_Facility_2148,Chicago_Park_404,"c(444936.628926601, 4628354.29769734)",7362,7222
2161,13,PALMER (POTTER),Playground,OUTDOOR,3589,Palmer Park,"200 E 111th St Chicago, IL 60628",Chicago_Ward_9,Palmer Park - Playground,Chicago_Park_Facility_2161,Chicago_Park_13,"c(448639.980029759, 4615778.40740592)",7350,7266
9334,539,PALMER SQUARE,Playground,OUTDOOR,5741,Palmer Square Park,"2200 N Kedzie Ave Chicago, IL 60647",Chicago_Ward_0,Palmer Square Park - Playground,Chicago_Park_Facility_9334,Chicago_Park_539,"c(441543.559296558, 4641261.90038456)",7326,7217
2205,1056,PARK-VIEW,Playground Park,OUTDOOR,3633,Park-View Park,"3823 W School St Chicago, IL 60618",Chicago_Ward_30,Park-View Park - Playground Park,Chicago_Park_Facility_2205,Chicago_Park_1056,"c(440049.900278643, 4643444.63320376)",7325,7216
2176,399,PARK NO. 399,Playground Park,OUTDOOR,3604,Park 399,"1420 N Artesian Ave Chicago, IL 60622",Chicago_Ward_1,Park 399 - Playground Park,Chicago_Park_Facility_2176,Chicago_Park_399,"c(442876.860066334, 4639712.89018012)",7328,7292
2177,422,PARK NO. 422,Playground,OUTDOOR,3605,Park 422,"3200 W Congress Pkwy Chicago, IL 60624",Chicago_Ward_28,Park 422 - Playground,Chicago_Park_Facility_2177,Chicago_Park_422,"c(441316.512987979, 4636131.33070437)",7331,7209
2183,500,PARK NO. 500,Playground,OUTDOOR,3611,Park 500,"730 S Springfield Ave Chicago, IL 60624",Chicago_Ward_24,Park 500 - Playground,Chicago_Park_Facility_2183,Chicago_Park_500,"c(440035.085195706, 4635751.14615128)",7330,7209
2191,519,PARK NO. 519,Playground Park,OUTDOOR,3619,Park 519,"1944 S St. Louis Ave Chicago, IL 60623",Chicago_Ward_24,Park 519 - Playground Park,Chicago_Park_Facility_2191,Chicago_Park_519,"c(440838.860760681, 4633805.52389746)",7333,7210
2197,534,PARK NO. 534,Playground,OUTDOOR,3625,Park 534,"1300 S St Louis Ave Chicago, IL 60623",Chicago_Ward_24,Park 534 - Playground,Chicago_Park_Facility_2197,Chicago_Park_534,"c(440859.003856417, 4634895.38702571)",7333,7210
2199,535,PARK NO. 535,Playground Park,OUTDOOR,3627,Park 535,"800 W Wisconsin St Chicago, IL 60614",Chicago_Ward_43,Park 535 - Playground Park,Chicago_Park_Facility_2199,Chicago_Park_535,"c(446200.795907267, 4640656.35146574)",7371,7239
4538,540,PARK NO. 540,Playground,OUTDOOR,5670,Park 540,"2401 S Federal St Chicago, IL 60616",Chicago_Ward_3,Park 540 - Playground,Chicago_Park_Facility_4538,Chicago_Park_540,"c(447823.782328085, 4633199.36725005)",7337,7271
2200,546,PARK NO. 546,Playground,OUTDOOR,3628,Park 546,"450 E. Benton Place Chicago, IL 60611",Chicago_Ward_42,Park 546 - Playground,Chicago_Park_Facility_2200,Chicago_Park_546,"c(448794.580775246, 4637298.38070796)",7341,7230
2202,551,PARK NO. 551,Playground,OUTDOOR,3630,Park 551,"353 N Des Plaines St Chicago, IL 60661",Chicago_Ward_42,Park 551 - Playground,Chicago_Park_Facility_2202,Chicago_Park_551,"c(446639.505459618, 4637622.34341187)",7332,7244
11923,574,PARK NO. 574,Playground,OUTDOOR,5763,Park 574,"2540 W Jackson Blvd Chicago, IL 60612",Chicago_Ward_27,Park 574 - Playground,Chicago_Park_Facility_11923,Chicago_Park_574,"c(442704.030012128, 4636486.84102626)",7332,7206
0,578,PARK NO. 578,Playground,OUTDOOR,6581,Park 578,"1919 W Maypole Ave Chicago, IL 60612",Chicago_Ward_27,Park 578 - Playground,Chicago_Park_Facility_0,Chicago_Park_578,"c(443982.544882331, 4637107.71577762)",7332,7206
2204,1168,PARK WEST,Playground Park,OUTDOOR,3632,Park West,"745 W Wrightwood Ave Chicago, IL 60614",Chicago_Ward_43,Park West - Playground Park,Chicago_Park_Facility_2204,Chicago_Park_1168,"c(446266.80999564, 4642078.47390261)",7371,7239
2206,501,PARSONS (LUCY),Playground Park,OUTDOOR,3634,Parsons Park,"4701 W Belmont Ave Chicago, IL 60641",Chicago_Ward_30,Parsons Park - Playground Park,Chicago_Park_Facility_2206,Chicago_Park_501,"c(438268.534462096, 4643295.48054178)",7318,7248
2210,1057,PASCHEN (CHRISTIAN),Playground,OUTDOOR,3638,Paschen Park,"1932 W Lunt Ave Chicago, IL 60626",Chicago_Ward_49,Paschen Park - Playground,Chicago_Park_Facility_2210,Chicago_Park_1057,"c(443732.761193974, 4651017.50770148)",7313,7252
2217,247,PASTEUR (LOUIS),Playground,OUTDOOR,3645,Pasteur Park,"5825 S Kostner Ave Chicago, IL 60629",Chicago_Ward_13,Pasteur Park - Playground,Chicago_Park_Facility_2217,Chicago_Park_247,"c(439148.206779702, 4626490.37711083)",7363,7288
317,339,PENDLETON (HADIYA),Playground,OUTDOOR,1745,Pendleton Park,"4347 S Calumet Ave Chicago, IL 60653",Chicago_Ward_3,Pendleton Park - Playground,Chicago_Park_Facility_317,Chicago_Park_339,"c(448667.353506368, 4629443.3454296)",7307,7204
2224,436,PERIWINKLE,Playground Park,OUTDOOR,3652,Periwinkle Park,"100 W 66th St Chicago, IL 60621",Chicago_Ward_20,Periwinkle Park - Playground Park,Chicago_Park_Facility_2224,Chicago_Park_436,"c(447798.706558417, 4624959.79775544)",7370,7224
2234,452,PETERSON (PEHR SAMUEL),Playground,OUTDOOR,3662,Peterson Park,"5801 N Pulaski Rd Chicago, IL 60646",Chicago_Ward_39,Peterson Park - Playground 1,Chicago_Park_Facility_2234,Chicago_Park_452,"c(440242.950742749, 4648827.47226036)",7316,7255
2235,452,PETERSON (PEHR SAMUEL),Playground,OUTDOOR,3663,Peterson Park,"5801 N Pulaski Rd Chicago, IL 60646",Chicago_Ward_39,Peterson Park - Playground 2,Chicago_Park_Facility_2235,Chicago_Park_452,"c(440387.815631596, 4648569.48493054)",7316,7255
2242,1058,PIETROWSKI (SYLVESTER),Playground,OUTDOOR,3670,Pietrowski Park,"9650 S Avenue M Chicago, IL 60617",Chicago_Ward_10,Pietrowski Park - Playground,Chicago_Park_Facility_2242,Chicago_Park_1058,"c(455237.765424168, 4618796.38456303)",7354,7219
2243,1287,PINE,Playground Park,OUTDOOR,3671,Pine Park,"9507 S Oglesby Ave Chicago, IL 60617",Chicago_Ward_10,Pine Park - Playground Park,Chicago_Park_Facility_2243,Chicago_Park_1287,"c(452952.740823309, 4619103.18268718)",7353,7268
2253,230,PIOTROWSKI (LILLIAN),Playground,OUTDOOR,3681,Piotrowski Park,"4200 W 31st St Chicago, IL 60623",Chicago_Ward_22,Piotrowski Park - Playground,Chicago_Park_Facility_2253,Chicago_Park_230,"c(439399.368055044, 4631868.11841378)",7335,7211
2264,140,PLEASANT POINT,Playground,OUTDOOR,3692,Pleasant Point Park,"6813 W Imlay St Chicago, IL 60631",Chicago_Ward_41,Pleasant Point Park - Playground,Chicago_Park_Facility_2264,Chicago_Park_140,"c(433922.884955472, 4649912.29469608)",7339,7261
2266,323,POPLAR,Playground Park,OUTDOOR,3694,Poplar Park,"4046 S Prairie Ave Chicago, IL 60653",Chicago_Ward_3,Poplar Park - Playground Park,Chicago_Park_Facility_2266,Chicago_Park_323,"c(448466.740204695, 4630047.15178549)",7307,7204
2277,147,PORTAGE,Playground,OUTDOOR,3705,Portage Park,"4100 N Long Ave Chicago, IL 60641",Chicago_Ward_38,Portage Park - Playground,Chicago_Park_Facility_2277,Chicago_Park_147,"c(436458.122424191, 4644991.27209007)",7318,7248
2295,166,POTTAWATTOMIE,Playground,OUTDOOR,3723,Pottawattomie Park,"7340 N Rogers Ave Chicago, IL 60626",Chicago_Ward_49,Pottawattomie Park - Playground,Chicago_Park_Facility_2295,Chicago_Park_166,"c(443813.538271365, 4651640.54425313)",7313,7252
2300,329,PRAIRIE WOLF,Playground Park,OUTDOOR,3728,Prairie Wolf Park,"6310 S Drexel Ave Chicago, IL 60637",Chicago_Ward_20,Prairie Wolf Park - Playground Park,Chicago_Park_Facility_2300,Chicago_Park_329,"c(449864.340477775, 4625526.80870913)",7312,7247
2302,375,PRIVET,Playground Park,OUTDOOR,3730,Privet Park,"1844 N Sheffield Ave Chicago, IL 60614",Chicago_Ward_43,Privet Park - Playground Park,Chicago_Park_Facility_2302,Chicago_Park_375,"c(445809.310876121, 4640551.81849966)",7371,7239
2310,354,RAILROAD JUNCTION,Playground Park,OUTDOOR,3738,Railroad Junction Park,"7334 S Maryland Ave Chicago, IL 60619",Chicago_Ward_8,Railroad Junction Park - Playground Park,Chicago_Park_Facility_2310,Chicago_Park_354,"c(449741.028576738, 4623434.47820154)",7370,7224
2321,1001,RAINBOW BEACH,Playground,OUTDOOR,3749,Rainbow Beach Park,"2873 E 75th St Chicago, IL 60649",Chicago_Ward_7,Rainbow Beach Park - Playground,Chicago_Park_Facility_2321,Chicago_Park_1001,"c(453974.42678315, 4623230.44307686)",7342,7263
2339,33,RAINEY (EDWARD),Playground,OUTDOOR,3767,Rainey Park,"4350 W 79th St Chicago, IL 60652",Chicago_Ward_18,Rainey Park - Playground,Chicago_Park_Facility_2339,Chicago_Park_33,"c(439351.187228453, 4622393.3202267)",7372,7225
2346,159,RAVENSWOOD MANOR,Playground,OUTDOOR,3774,Ravenswood Manor Park,"4626 N Manor Ave Chicago, IL 60625",Chicago_Ward_33,Ravenswood Manor Park - Playground,Chicago_Park_Facility_2346,Chicago_Park_159,"c(441945.205940399, 4646162.27696617)",7317,7256
